#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000001_01925	1151292.QEW_3565	6.12e-241	672.0	COG0534@1|root,COG0534@2|Bacteria,1TNZN@1239|Firmicutes,247YX@186801|Clostridia,25QX9@186804|Peptostreptococcaceae	186801|Clostridia	V	MATE efflux family protein	mepA_10	-	-	-	-	-	-	-	-	-	-	-	MatE
MGYG000000001_01989	1476973.JMMB01000007_gene350	7.27e-137	389.0	COG0564@1|root,COG0564@2|Bacteria,1TX59@1239|Firmicutes,24HTV@186801|Clostridia,25QEF@186804|Peptostreptococcaceae	186801|Clostridia	J	Pseudouridine synthase	rluC	-	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2
MGYG000000001_02021	913865.DOT_3590	4.38e-20	84.7	2DFVS@1|root,2ZTCT@2|Bacteria,1W292@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02089	1301100.HG529407_gene264	1.09e-81	253.0	COG4377@1|root,COG4377@2|Bacteria,1V3UF@1239|Firmicutes,24JI9@186801|Clostridia,36K76@31979|Clostridiaceae	186801|Clostridia	S	Putative membrane peptidase family (DUF2324)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2324
MGYG000000001_02121	272563.CD630_21630	7.67e-187	530.0	COG0013@1|root,COG0013@2|Bacteria,1TSBZ@1239|Firmicutes,249VN@186801|Clostridia,25QQB@186804|Peptostreptococcaceae	186801|Clostridia	J	Threonine alanine tRNA ligase second additional domain protein	alaXL	-	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
MGYG000000001_02185	1476973.JMMB01000007_gene514	1.76e-116	340.0	COG2099@1|root,COG2099@2|Bacteria,1UHWY@1239|Firmicutes,24GIQ@186801|Clostridia,25QQ6@186804|Peptostreptococcaceae	186801|Clostridia	H	reductase	cobK	-	1.3.1.106,1.3.1.54	ko:K05895	ko00860,ko01100,map00860,map01100	-	R05150,R05812	RC01280	ko00000,ko00001,ko01000	-	-	iHN637.CLJU_RS15690	CbiJ
MGYG000000001_02250	1301100.HG529271_gene1702	7.37e-26	101.0	COG5377@1|root,COG5377@2|Bacteria	2|Bacteria	L	YqaJ viral recombinase family	yqaJ	-	-	-	-	-	-	-	-	-	-	-	Rho_N,YqaJ
MGYG000000001_02411	1476973.JMMB01000007_gene939	4.9e-96	287.0	COG2186@1|root,COG2186@2|Bacteria,1V2TU@1239|Firmicutes,24GA8@186801|Clostridia,25RBA@186804|Peptostreptococcaceae	186801|Clostridia	K	FCD	-	-	-	ko:K05799	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR
MGYG000000001_02443	1301100.HG529433_gene6514	0.0	1032.0	COG0442@1|root,COG0442@2|Bacteria,1TRBV@1239|Firmicutes,249PY@186801|Clostridia,36DVT@31979|Clostridiaceae	186801|Clostridia	J	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS	proS	-	6.1.1.15	ko:K01881	ko00970,map00970	M00359,M00360	R03661	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,ProRS-C_1,tRNA-synt_2b,tRNA_edit
MGYG000000001_02475	1151292.QEW_2136	6.47e-188	531.0	COG0117@1|root,COG1985@1|root,COG0117@2|Bacteria,COG1985@2|Bacteria,1TP4F@1239|Firmicutes,248MM@186801|Clostridia,25R38@186804|Peptostreptococcaceae	186801|Clostridia	H	Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate	ribD	-	1.1.1.193,3.5.4.26	ko:K11752	ko00740,ko01100,ko01110,ko02024,map00740,map01100,map01110,map02024	M00125	R03458,R03459	RC00204,RC00933	ko00000,ko00001,ko00002,ko01000	-	-	-	RibD_C,dCMP_cyt_deam_1
MGYG000000001_02507	290402.Cbei_4165	2.33e-244	689.0	COG3437@1|root,COG3437@2|Bacteria,1TQ0S@1239|Firmicutes,24800@186801|Clostridia,36E1T@31979|Clostridiaceae	186801|Clostridia	T	Diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	GAF,GGDEF,HD,HD_5,PAS,PAS_4,PAS_8,PAS_9
MGYG000000001_02539	1151292.QEW_1365	1.59e-68	210.0	COG2426@1|root,COG2426@2|Bacteria,1V3UW@1239|Firmicutes,24HSW@186801|Clostridia,25RHG@186804|Peptostreptococcaceae	186801|Clostridia	S	Putative small multi-drug export protein	-	-	-	-	-	-	-	-	-	-	-	-	Sm_multidrug_ex
MGYG000000001_02669	926561.KB900623_gene728	2.08e-41	147.0	COG1974@1|root,COG1974@2|Bacteria,1UVB3@1239|Firmicutes,25KFP@186801|Clostridia,3WC1H@53433|Halanaerobiales	186801|Clostridia	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,Peptidase_S24
MGYG000000001_02733	1399115.U719_01060	4.85e-36	135.0	COG1525@1|root,COG1525@2|Bacteria,1V3MZ@1239|Firmicutes,4HF1K@91061|Bacilli,3WG11@539002|Bacillales incertae sedis	91061|Bacilli	L	Staphylococcal nuclease homologues	-	-	3.1.31.1	ko:K01174	-	-	-	-	ko00000,ko01000	-	-	-	Excalibur,SNase
MGYG000000001_02830	1151292.QEW_0521	1.36e-147	417.0	COG1768@1|root,COG1768@2|Bacteria,1V3XB@1239|Firmicutes,249BN@186801|Clostridia,25R0P@186804|Peptostreptococcaceae	186801|Clostridia	S	Ser Thr phosphatase family protein	-	-	-	ko:K07099	-	-	-	-	ko00000	-	-	-	Metallophos
MGYG000000001_02862	1301100.HG529398_gene6814	1.22e-30	118.0	COG0772@1|root,COG0772@2|Bacteria,1TPGH@1239|Firmicutes,247WS@186801|Clostridia,36EC8@31979|Clostridiaceae	186801|Clostridia	D	Belongs to the SEDS family	rodA	-	-	ko:K05837	-	-	-	-	ko00000,ko03036	-	-	-	FTSW_RODA_SPOVE
MGYG000000001_02894	445973.CLOBAR_01156	1.2e-46	153.0	2DMMF@1|root,32SEK@2|Bacteria,1VAB3@1239|Firmicutes,24N8S@186801|Clostridia,25RQG@186804|Peptostreptococcaceae	186801|Clostridia	S	Uncharacterized protein conserved in bacteria (DUF2325)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2325
MGYG000000001_02926	1151292.QEW_2329	1.38e-140	402.0	COG0600@1|root,COG0600@2|Bacteria,1TR6A@1239|Firmicutes,247VM@186801|Clostridia,25T0J@186804|Peptostreptococcaceae	186801|Clostridia	P	Binding-protein-dependent transport system inner membrane component	ssuC_2	-	-	ko:K02050	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	BPD_transp_1
MGYG000000001_02990	1301100.HG529256_gene6204	3e-138	397.0	COG0789@1|root,COG4978@1|root,COG0789@2|Bacteria,COG4978@2|Bacteria,1V0RM@1239|Firmicutes,24C7M@186801|Clostridia,36F4B@31979|Clostridiaceae	186801|Clostridia	KT	helix_turn_helix, mercury resistance	-	-	-	-	-	-	-	-	-	-	-	-	GyrI-like,MerR_1
MGYG000000001_03022	1301100.HG529244_gene2321	9.09e-74	223.0	COG1846@1|root,COG1846@2|Bacteria,1V6G0@1239|Firmicutes,24K11@186801|Clostridia,36JJU@31979|Clostridiaceae	186801|Clostridia	K	MarR family	ohrR	-	-	-	-	-	-	-	-	-	-	-	MarR
MGYG000000001_03054	1301100.HG529433_gene6506	0.0	1853.0	COG1038@1|root,COG1038@2|Bacteria,1UHP9@1239|Firmicutes,25E5B@186801|Clostridia,36UMQ@31979|Clostridiaceae	186801|Clostridia	C	Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second	pyc	-	6.4.1.1	ko:K01958	ko00020,ko00620,ko00720,ko01100,ko01120,ko01200,ko01230,map00020,map00620,map00720,map01100,map01120,map01200,map01230	M00173	R00344	RC00040,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS18410	Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA
MGYG000000001_03089	1476973.JMMB01000007_gene1194	2.5e-120	353.0	COG0668@1|root,COG0668@2|Bacteria,1TR9Z@1239|Firmicutes,24CAG@186801|Clostridia,25QZ6@186804|Peptostreptococcaceae	186801|Clostridia	M	Transporter, small conductance mechanosensitive ion channel MscS family protein	-	-	-	ko:K03442	-	-	-	-	ko00000,ko02000	1.A.23.2	-	-	MS_channel,TM_helix
MGYG000000001_03124	1301100.HG529256_gene6203	1.7e-85	258.0	COG1284@1|root,COG1284@2|Bacteria,1V2BR@1239|Firmicutes,247P9@186801|Clostridia,36HK1@31979|Clostridiaceae	186801|Clostridia	S	Uncharacterised 5xTM membrane BCR, YitT family COG1284	-	-	-	-	-	-	-	-	-	-	-	-	YitT_membrane
MGYG000000001_03156	1415775.U729_1771	3.84e-60	187.0	2EJBW@1|root,33D30@2|Bacteria,1VDH3@1239|Firmicutes,24JQ8@186801|Clostridia,36K19@31979|Clostridiaceae	186801|Clostridia	S	Putative redox-active protein (C_GCAxxG_C_C)	-	-	-	-	-	-	-	-	-	-	-	-	C_GCAxxG_C_C
MGYG000000001_03188	1292035.H476_1365	5.04e-62	198.0	COG4512@1|root,COG4512@2|Bacteria,1VK9H@1239|Firmicutes,24I86@186801|Clostridia	186801|Clostridia	KOT	Accessory gene regulator	-	-	-	ko:K07813	ko02020,ko02024,map02020,map02024	-	-	-	ko00000,ko00001,ko01002	-	-	-	AgrB
MGYG000000001_02324	1301100.HG529430_gene1934	0.0	914.0	COG4868@1|root,COG4868@2|Bacteria,1TQYE@1239|Firmicutes,247YI@186801|Clostridia,36FKP@31979|Clostridiaceae	186801|Clostridia	S	Belongs to the UPF0371 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF1846
MGYG000000001_02742	1476973.JMMB01000005_gene3468	7.23e-40	133.0	COG5566@1|root,COG5566@2|Bacteria,1U6IB@1239|Firmicutes,24VJC@186801|Clostridia,25TYE@186804|Peptostreptococcaceae	186801|Clostridia	S	Mor transcription activator family	-	-	-	-	-	-	-	-	-	-	-	-	Mor
MGYG000000001_00345	1292035.H476_1444	5.35e-95	285.0	COG3279@1|root,COG3279@2|Bacteria,1UHWR@1239|Firmicutes,24G6Q@186801|Clostridia	186801|Clostridia	KT	COG3279 Response regulator of the LytR AlgR family	-	-	-	ko:K07705	ko02020,map02020	M00492	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	LytTR,Response_reg
MGYG000000001_01048	1151292.QEW_0171	2.59e-75	232.0	COG3601@1|root,COG3601@2|Bacteria,1V4BW@1239|Firmicutes,24E4V@186801|Clostridia,25RG0@186804|Peptostreptococcaceae	186801|Clostridia	S	Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins	ribU	-	-	-	-	-	-	-	-	-	-	-	ECF_trnsprt
MGYG000000001_00125	332101.JIBU02000027_gene2885	1.97e-209	588.0	COG0674@1|root,COG0674@2|Bacteria,1VS48@1239|Firmicutes,25E5U@186801|Clostridia,36DRE@31979|Clostridiaceae	186801|Clostridia	C	ferredoxin oxidoreductase	porA	-	1.2.7.1	ko:K00169	ko00010,ko00020,ko00620,ko00633,ko00640,ko00650,ko00680,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00633,map00640,map00650,map00680,map00720,map01100,map01120,map01130,map01200	M00173,M00307,M00374,M00620	R01196,R01199,R08034	RC00004,RC00250,RC02742,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	EKR,Fer4_7,PFOR_II,POR,POR_N
MGYG000000001_00158	1499684.CCNP01000018_gene697	1.9e-137	397.0	COG2908@1|root,COG2908@2|Bacteria,1TT6N@1239|Firmicutes,24A8X@186801|Clostridia,36ER0@31979|Clostridiaceae	186801|Clostridia	S	Calcineurin-like phosphoesterase superfamily domain	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos,Metallophos_2
MGYG000000001_00319	1476973.JMMB01000007_gene695	2.17e-45	166.0	COG4585@1|root,COG4585@2|Bacteria,1TSJX@1239|Firmicutes,247MV@186801|Clostridia	186801|Clostridia	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA_3
MGYG000000001_00577	1292035.H476_1365	1.85e-21	90.1	COG4512@1|root,COG4512@2|Bacteria,1VK9H@1239|Firmicutes,24I86@186801|Clostridia	186801|Clostridia	KOT	Accessory gene regulator	-	-	-	ko:K07813	ko02020,ko02024,map02020,map02024	-	-	-	ko00000,ko00001,ko01002	-	-	-	AgrB
MGYG000000001_00935	1301100.HG529418_gene3031	2.35e-199	565.0	COG0457@1|root,COG1396@1|root,COG0457@2|Bacteria,COG1396@2|Bacteria,1VHJ0@1239|Firmicutes,247R0@186801|Clostridia,36EVF@31979|Clostridiaceae	186801|Clostridia	K	Helix-turn-helix domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_3,SNAP,TPR_12,TPR_16,TPR_8
MGYG000000001_01000	1301100.HG529429_gene1923	2.2e-232	649.0	COG2223@1|root,COG2223@2|Bacteria,1TT7X@1239|Firmicutes,24FKG@186801|Clostridia	186801|Clostridia	P	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000000001_01136	445973.CLOBAR_01832	5.78e-202	564.0	COG3641@1|root,COG3641@2|Bacteria,1UNZM@1239|Firmicutes,24A9C@186801|Clostridia,25SI0@186804|Peptostreptococcaceae	186801|Clostridia	S	Phosphotransferase system, EIIC	pfoR	-	-	-	-	-	-	-	-	-	-	-	PTS_EIIC_2
MGYG000000001_01425	1476973.JMMB01000007_gene720	1.05e-133	398.0	2BFKA@1|root,329EH@2|Bacteria,1V8ZG@1239|Firmicutes,2584U@186801|Clostridia,25SB5@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01585	1476973.JMMB01000007_gene1093	5.71e-290	802.0	COG1418@1|root,COG1418@2|Bacteria,1TP48@1239|Firmicutes,248G8@186801|Clostridia,25R0R@186804|Peptostreptococcaceae	186801|Clostridia	S	Endoribonuclease that initiates mRNA decay	rny	-	-	ko:K18682	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	DUF3552,HD,KH_1
MGYG000000001_01746	1476973.JMMB01000007_gene833	0.0	1058.0	COG0577@1|root,COG4591@1|root,COG0577@2|Bacteria,COG4591@2|Bacteria,1TRAS@1239|Firmicutes,248SQ@186801|Clostridia,25R3H@186804|Peptostreptococcaceae	186801|Clostridia	MV	MacB-like periplasmic core domain	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
MGYG000000001_01182	1301100.HG529229_gene5398	1.32e-286	790.0	COG1966@1|root,COG1966@2|Bacteria,1TQN8@1239|Firmicutes,248DZ@186801|Clostridia,36EVZ@31979|Clostridiaceae	186801|Clostridia	T	carbon starvation protein CstA	cstA	-	-	-	-	-	-	-	-	-	-	-	CstA,CstA_5TM
MGYG000000001_00950	1391646.AVSU01000021_gene3245	5.76e-31	109.0	COG2501@1|root,COG2501@2|Bacteria,1VYQT@1239|Firmicutes,24QZU@186801|Clostridia,25RV8@186804|Peptostreptococcaceae	186801|Clostridia	S	S4 domain	yaaA	-	-	ko:K14761	-	-	-	-	ko00000,ko03009	-	-	-	S4_2
MGYG000000001_02556	1151292.QEW_0112	1.05e-84	250.0	COG0103@1|root,COG0103@2|Bacteria,1V3MQ@1239|Firmicutes,24H94@186801|Clostridia,25RE4@186804|Peptostreptococcaceae	186801|Clostridia	J	Belongs to the universal ribosomal protein uS9 family	rpsI	-	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
MGYG000000001_02688	1408823.AXUS01000003_gene449	2.88e-16	72.8	297CP@1|root,2ZUK7@2|Bacteria,1W4VB@1239|Firmicutes,252MN@186801|Clostridia,25RWJ@186804|Peptostreptococcaceae	186801|Clostridia	S	Spore coat associated protein JA (CotJA)	-	-	-	-	-	-	-	-	-	-	-	-	CotJA
MGYG000000001_02378	457396.CSBG_01616	5.28e-201	556.0	COG0561@1|root,COG0561@2|Bacteria,1TREF@1239|Firmicutes,24BV5@186801|Clostridia,36GUE@31979|Clostridiaceae	186801|Clostridia	S	haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
MGYG000000001_02524	1292035.H476_2065	0.0	2120.0	COG0060@1|root,COG0060@2|Bacteria,1TPS7@1239|Firmicutes,247XX@186801|Clostridia,25R14@186804|Peptostreptococcaceae	186801|Clostridia	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	ileS	-	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1
MGYG000000001_01147	1297617.JPJD01000007_gene34	4.78e-74	227.0	COG4577@1|root,COG4577@2|Bacteria,1UKDS@1239|Firmicutes,24IS5@186801|Clostridia,269KZ@186813|unclassified Clostridiales	186801|Clostridia	CQ	BMC domain	csoS1C	-	-	-	-	-	-	-	-	-	-	-	BMC
MGYG000000001_00201	445973.CLOBAR_02690	1.6e-26	98.6	297CP@1|root,2ZUK7@2|Bacteria,1W4VB@1239|Firmicutes,252MN@186801|Clostridia,25RWJ@186804|Peptostreptococcaceae	186801|Clostridia	S	Spore coat associated protein JA (CotJA)	-	-	-	-	-	-	-	-	-	-	-	-	CotJA
MGYG000000001_02242	1301100.HG529370_gene1427	1.86e-28	102.0	2947A@1|root,2ZRMP@2|Bacteria,1W1JW@1239|Firmicutes,24R4T@186801|Clostridia,36MS9@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02712	1476973.JMMB01000007_gene559	9.35e-172	482.0	COG0648@1|root,COG0648@2|Bacteria,1TP1D@1239|Firmicutes,2499E@186801|Clostridia,25SGH@186804|Peptostreptococcaceae	186801|Clostridia	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	-	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
MGYG000000001_01950	1292035.H476_2411	1.01e-101	296.0	COG2032@1|root,COG2032@2|Bacteria,1V3HM@1239|Firmicutes,24HGH@186801|Clostridia,25RFX@186804|Peptostreptococcaceae	186801|Clostridia	P	Destroys radicals which are normally produced within the cells and which are toxic to biological systems	sodC	-	1.15.1.1	ko:K04565	ko04146,ko04213,ko05014,ko05016,ko05020,map04146,map04213,map05014,map05016,map05020	-	-	-	ko00000,ko00001,ko01000	-	-	-	LysM,Sod_Cu
MGYG000000001_00092	1476973.JMMB01000007_gene3092	1.3e-104	304.0	COG0634@1|root,COG0634@2|Bacteria,1V2K7@1239|Firmicutes,248P7@186801|Clostridia,25RAQ@186804|Peptostreptococcaceae	186801|Clostridia	F	Belongs to the purine pyrimidine phosphoribosyltransferase family	hpt	-	2.4.2.8	ko:K00760	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	-	R00190,R01132,R01229,R02142,R08237,R08238,R08245	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	iHN637.CLJU_RS16720	Pribosyltran
MGYG000000001_01890	1301100.HG529270_gene536	8.54e-152	428.0	COG1136@1|root,COG1136@2|Bacteria,1TQC9@1239|Firmicutes,248Z6@186801|Clostridia,36EK4@31979|Clostridiaceae	186801|Clostridia	V	ABC transporter	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000000001_02509	1301100.HG529285_gene7058	9.22e-249	691.0	COG1113@1|root,COG1113@2|Bacteria,1VTQW@1239|Firmicutes,25EF5@186801|Clostridia,36UNN@31979|Clostridiaceae	186801|Clostridia	E	Amino acid permease	-	-	-	ko:K03294	-	-	-	-	ko00000	2.A.3.2	-	-	AA_permease,AA_permease_2
MGYG000000001_00408	1301100.HG529405_gene301	4.76e-80	239.0	COG2172@1|root,COG2172@2|Bacteria,1V6V2@1239|Firmicutes,24JPT@186801|Clostridia,36ITI@31979|Clostridiaceae	186801|Clostridia	F	Binds to sigma F and blocks its ability to form an RNA polymerase holoenzyme (E-sigma F). Phosphorylates SpoIIAA on a serine residue. This phosphorylation may enable SpoIIAA to act as an anti-anti-sigma factor that counteracts SpoIIAB and thus releases sigma F from inhibition	spoIIAB	-	2.7.11.1	ko:K06379	-	-	-	-	ko00000,ko01000	-	-	-	HATPase_c_2
MGYG000000001_00354	1301100.HG529402_gene6754	2.48e-100	293.0	COG0503@1|root,COG0503@2|Bacteria,1V1BV@1239|Firmicutes,24HGX@186801|Clostridia,36HZI@31979|Clostridiaceae	186801|Clostridia	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis	apt	-	2.4.2.7	ko:K00759	ko00230,ko01100,map00230,map01100	-	R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko04147	-	-	-	Pribosyltran
MGYG000000001_00672	1476973.JMMB01000007_gene102	7.99e-171	478.0	COG0084@1|root,COG0084@2|Bacteria,1TNY1@1239|Firmicutes,248HE@186801|Clostridia,25QD1@186804|Peptostreptococcaceae	186801|Clostridia	L	TatD related DNase	tatD	-	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
MGYG000000001_00294	1301100.HG529369_gene1461	0.0	1141.0	COG1032@1|root,COG1032@2|Bacteria,1TR2C@1239|Firmicutes,248HM@186801|Clostridia,36DQF@31979|Clostridiaceae	186801|Clostridia	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	B12-binding,HD,Radical_SAM
MGYG000000001_00214	1301100.HG529365_gene1376	0.0	1118.0	COG0751@1|root,COG0751@2|Bacteria,1TNZ7@1239|Firmicutes,248RS@186801|Clostridia,36FGF@31979|Clostridiaceae	186801|Clostridia	J	Glycyl-tRNA synthetase beta subunit	glyS	-	6.1.1.14	ko:K01879	ko00970,map00970	M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_1,tRNA_synt_2f
MGYG000000001_00640	1304284.L21TH_1670	1.18e-05	45.8	2ESIT@1|root,33K3H@2|Bacteria,1VNX8@1239|Firmicutes,24V0F@186801|Clostridia,36TAX@31979|Clostridiaceae	186801|Clostridia	S	PFAM small acid-soluble spore protein alpha beta type	-	-	-	ko:K06421	-	-	-	-	ko00000	-	-	-	SASP
MGYG000000001_01885	1476973.JMMB01000007_gene1388	3.27e-68	208.0	29UDR@1|root,30FQE@2|Bacteria,1UEEZ@1239|Firmicutes,25JVE@186801|Clostridia,25TJH@186804|Peptostreptococcaceae	186801|Clostridia	S	Domain of Unknown Function (DUF1540)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1540
MGYG000000001_01134	1151292.QEW_1741	8.99e-39	137.0	COG2856@1|root,COG2856@2|Bacteria,1VCI1@1239|Firmicutes,24JB4@186801|Clostridia,25U5X@186804|Peptostreptococcaceae	186801|Clostridia	E	IrrE N-terminal-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M78
MGYG000000001_01105	1582149.A0A0A8WEP5_9CAUD	4.36e-67	206.0	4QB0W@10239|Viruses,4QQW9@28883|Caudovirales,4QN19@10699|Siphoviridae	10699|Siphoviridae	S	Protein of unknown function (DUF1064)	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02229	1151292.QEW_1466	1.26e-219	617.0	COG2244@1|root,COG2244@2|Bacteria,1TNYX@1239|Firmicutes,2485G@186801|Clostridia,25R7A@186804|Peptostreptococcaceae	186801|Clostridia	S	Polysaccharide biosynthesis protein	spoVB	-	-	ko:K06409	-	-	-	-	ko00000,ko02000	2.A.66.2.14	-	-	MatE,Polysacc_synt,Polysacc_synt_C
MGYG000000001_02553	445973.CLOBAR_02332	7.2e-13	64.3	2DR75@1|root,33AHG@2|Bacteria,1VKH9@1239|Firmicutes,25JD3@186801|Clostridia,25S08@186804|Peptostreptococcaceae	186801|Clostridia	S	Protein of unknown function (DUF1659)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1659
MGYG000000001_02212	1151292.QEW_1457	8.29e-34	117.0	COG0236@1|root,COG0236@2|Bacteria,1VEE3@1239|Firmicutes,24QME@186801|Clostridia,25RUU@186804|Peptostreptococcaceae	186801|Clostridia	IQ	Carrier of the growing fatty acid chain in fatty acid biosynthesis	acpP	-	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
MGYG000000001_01678	1151292.QEW_2649	3.94e-147	417.0	COG0020@1|root,COG0020@2|Bacteria,1TQTS@1239|Firmicutes,247TE@186801|Clostridia,25QIG@186804|Peptostreptococcaceae	186801|Clostridia	H	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS	-	2.5.1.31	ko:K00806	ko00900,ko01110,map00900,map01110	-	R06447	RC00279,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	-	Prenyltransf
MGYG000000001_03005	1347086.CCBA010000009_gene1354	3.28e-119	349.0	COG0546@1|root,COG0546@2|Bacteria,1V1RB@1239|Firmicutes,4HGQW@91061|Bacilli,1ZMHM@1386|Bacillus	91061|Bacilli	S	Haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
MGYG000000001_01254	1301100.HG529275_gene1621	8.87e-73	220.0	COG1869@1|root,COG1869@2|Bacteria,1VA2V@1239|Firmicutes,24MPJ@186801|Clostridia,36IY3@31979|Clostridiaceae	186801|Clostridia	G	Catalyzes the interconversion of beta-pyran and beta- furan forms of D-ribose	rbsD	-	5.4.99.62	ko:K06726	ko02010,map02010	-	R08247	RC02247	ko00000,ko00001,ko01000	-	-	-	RbsD_FucU
